hgnc_symbol	start_position	end_position	chromosome_name
RASGRP4	RASGRP4	38899695	38916945	19
RASIP1	RASIP1	49223844	49243978	19
RASL10A	RASL10A	29708922	29715668	22
RASL10B	RASL10B	34058668	34070540	17
RASL11A	RASL11A	27844464	27847827	13
RASL11B	RASL11B	53728457	53733000	4
RASL12	RASL12	65345679	65369028	15
RASSF10	RASSF10	13030696	13032647	11
RASSF2	RASSF2	4760669	4804291	20
RASSF3	RASSF3	65004293	65091347	12
RASSF4	RASSF4	45454855	45491339	10
RASSF5	RASSF5	206680879	206762616	1
RASSF6	RASSF6	74437267	74486348	4
RASSF7	RASSF7	560404	564021	11
RASSF8	RASSF8	26111962	26232825	12
RASSF9	RASSF9	86198331	86230348	12
RAVER1	RAVER1	10426888	10444316	19
RAVER2	RAVER2	65210778	65298915	1
RAX	RAX	56934267	56941318	18
RAX2	RAX2	3769087	3772233	19
RB1	RB1	48877887	49056122	13
RB1CC1	RB1CC1	53535016	53658403	8
RBAK	RBAK	5085452	5109119	7
RBAK-RBAKDN	RBAK-RBAKDN	5023349	5112852	7
RBAKDN	RBAKDN	5111756	5112854	7
RBBP4	RBBP4	33116743	33151812	1
RBBP5	RBBP5	205055270	205091143	1
RBBP6	RBBP6	24549014	24584184	16
RBBP7	RBBP7	16857406	16888537	X
RBBP8	RBBP8	20378224	20606451	18
RBBP8NL	RBBP8NL	60985293	61002589	20
RBBP9	RBBP9	18467184	18477887	20
RBCK1	RBCK1	388142	411610	20
RBFA	RBFA	77794358	77806397	18
RBFADN	RBFADN	77806900	77853362	18
RBFOX1	RBFOX1	6069095	7763340	16
RBFOX2	RBFOX2	36134783	36424473	22
RBKS	RBKS	28004231	28113965	2
RBL1	RBL1	35624752	35724398	20
RBL2	RBL2	53467889	53525561	16
RBM10	RBM10	47004268	47046212	X
RBM11	RBM11	15588451	15600693	21
RBM12	RBM12	34236847	34252878	20
RBM12B	RBM12B	94741584	94753245	8
RBM14	RBM14	66384053	66394818	11
RBM14-RBM4	RBM14-RBM4	66384097	66413940	11
RBM15	RBM15	110881128	110889299	1
RBM17	RBM17	6130950	6159420	10
RBM18	RBM18	124999903	125027118	9
RBM19	RBM19	114254543	114404176	12
RBM20	RBM20	112404155	112599227	10
RBM22	RBM22	150070356	150080669	5
RBM23	RBM23	23369854	23388393	14
RBM24	RBM24	17281577	17294106	6
RBM25	RBM25	73525144	73588122	14
RBM26	RBM26	79885962	79980612	13
RBM27	RBM27	145583113	145718814	5
RBM28	RBM28	127937738	127983962	7
RBM3	RBM3	48432837	48437454	X
RBM33	RBM33	155437145	155574179	7
RBM34	RBM34	235294498	235324772	1
RBM38	RBM38	55966463	55984389	20
RBM39	RBM39	34291531	34330234	20
RBM4	RBM4	66384097	66434153	11
RBM41	RBM41	106307650	106362057	X
RBM42	RBM42	36119932	36128588	19
RBM43	RBM43	152104454	152118393	2
RBM44	RBM44	238707032	238751451	2
RBM45	RBM45	178977151	179003738	2
RBM46	RBM46	155702365	155749965	4
RBM47	RBM47	40425272	40632892	4
RBM48	RBM48	92158087	92167319	7
RBM4B	RBM4B	66432469	66445392	11
RBM5	RBM5	50126341	50156454	3
RBM6	RBM6	49977440	50137478	3
RBM7	RBM7	114270752	114284925	11
RBM8A	RBM8A	145507598	145513536	1
RBMS1	RBMS1	161128662	161350305	2
RBMS2	RBMS2	56915713	56984745	12
RBMS3	RBMS3	29322473	30051886	3
RBMX	RBMX	135930163	135962923	X
RBMX2	RBMX2	129535943	129547317	X
RBMXL1	RBMXL1	89445139	89458643	1
RBMXL2	RBMXL2	7110165	7112379	11
RBMXL3	RBMXL3	114423963	114427431	X
RBMY1F	RBMY1F	24314689	24329129	Y
RBP1	RBP1	139236276	139258671	3
RBP2	RBP2	139171726	139199589	3
RBP3	RBP3	48381487	48390991	10
RBP4	RBP4	95351444	95361501	10
RBP5	RBP5	7276280	7281538	12
RBP7	RBP7	10057264	10076078	1
RBPJ	RBPJ	26165077	26436541	4
RBPJL	RBPJL	43935491	43945803	20
RBPMS	RBPMS	30241944	30429778	8
RBPMS2	RBPMS2	65032091	65067786	15
RBX1	RBX1	41347351	41369313	22
RC3H1	RC3H1	173900352	173991435	1
RC3H2	RC3H2	125606835	125667620	9
RCAN1	RCAN1	35885440	35987441	21
RCAN2	RCAN2	46188475	46459709	6
RCAN3	RCAN3	24829387	24867530	1
RCBTB1	RCBTB1	50106082	50159719	13
RCBTB2	RCBTB2	49063095	49107369	13
RCC1	RCC1	28832455	28865812	1
RCC2	RCC2	17733256	17766220	1
RCCD1	RCCD1	91498100	91506349	15
RCE1	RCE1	66610306	66614017	11
RCHY1	RCHY1	76404247	76439974	4
RCL1	RCL1	4792869	4885917	9
RCN1	RCN1	31833939	32127301	11
RCN2	RCN2	77223960	77242601	15
RCN3	RCN3	50030875	50050219	19
RCOR1	RCOR1	103058998	103196913	14
RCOR2	RCOR2	63678693	63684316	11
RCOR3	RCOR3	211431719	211489727	1
RCSD1	RCSD1	167599330	167675486	1
RCVRN	RCVRN	9799637	9808938	17
RD3	RD3	211649864	211666259	1
RDH10	RDH10	74206847	74237516	8
RDH11	RDH11	68143518	68162531	14
RDH12	RDH12	68168603	68201169	14
RDH13	RDH13	55550476	55582659	19
RDH14	RDH14	18735989	18741946	2
RDH16	RDH16	57345219	57353158	12
RDH5	RDH5	56114151	56118489	12
RDH8	RDH8	10123925	10132955	19
RDM1	RDM1	34245070	34257777	17
RDX	RDX	110045605	110167447	11
REC8	REC8	24641062	24649463	14
RECK	RECK	36036430	36124448	9
RECQL	RECQL	21621845	21654603	12
RECQL4	RECQL4	145736667	145743229	8
RECQL5	RECQL5	73622925	73663269	17
REEP1	REEP1	86441116	86565206	2
REEP2	REEP2	137774706	137782658	5
REEP3	REEP3	65281123	65384883	10
REEP4	REEP4	21995533	21999464	8
REEP5	REEP5	112212084	112258236	5
REEP6	REEP6	1491165	1497926	19
REG1A	REG1A	79347488	79350545	2
REG1B	REG1B	79312156	79315145	2
REG3A	REG3A	79384132	79386879	2
REG3G	REG3G	79252812	79255631	2
REG4	REG4	120336641	120354283	1
REL	REL	61108656	61158745	2
RELA	RELA	65421067	65430565	11
RELB	RELB	45504688	45541452	19
RELL1	RELL1	37592422	37687998	4
RELL2	RELL2	141016517	141020644	5
RELN	RELN	103112231	103629963	7
RELT	RELT	73087309	73108519	11
REM1	REM1	30063096	30072708	20
REM2	REM2	23352374	23356895	14
REN	REN	204123944	204135465	1
RENBP	RENBP	153200716	153210232	X
REP15	REP15	27849428	27850566	12
REPIN1	REPIN1	150065278	150071133	7
REPS1	REPS1	139224630	139309398	6
REPS2	REPS2	16964814	17171395	X
RER1	RER1	2323267	2336883	1
RERE	RERE	8412457	8877702	1
RERG	RERG	15260717	15501609	12
RERG-AS1	RERG-AS1	15304857	15308217	12
RERGL	RERGL	18233803	18473041	12
RESP18	RESP18	220192131	220197899	2
REST	REST	57774075	57802010	4
RET	RET	43572475	43625799	10
RETN	RETN	7733930	7735334	19
RETNLB	RETNLB	108462271	108476231	3
RETSAT	RETSAT	85569211	85581743	2
REV1	REV1	100016938	100106497	2
REV3L	REV3L	111620234	111804918	6
REXO1	REXO1	1815248	1848452	19
REXO2	REXO2	114310108	114321001	11
RFC1	RFC1	39289076	39367995	4
RFC2	RFC2	73645829	73668774	7
RFC3	RFC3	34392186	34540695	13
RFC4	RFC4	186507669	186524847	3
RFC5	RFC5	118451393	118470935	12
RFESD	RFESD	94982458	95020477	5
RFFL	RFFL	33333009	33416338	17
RFK	RFK	79000433	79009433	9
RFNG	RFNG	80005778	80009707	17
RFPL1	RFPL1	29834572	29838444	22
RFPL2	RFPL2	32586422	32600718	22
RFPL3	RFPL3	32750872	32757148	22
RFPL3S	RFPL3S	32755893	32778039	22
RFPL4AL1	RFPL4AL1	56280507	56284545	19
RFPL4B	RFPL4B	112668532	112672498	6
RFT1	RFT1	53122499	53164478	3
RFTN1	RFTN1	16355081	16555533	3
RFTN2	RFTN2	198432948	198540769	2
RFWD3	RFWD3	74655292	74700779	16
RFX1	RFX1	14072350	14117851	19
RFX2	RFX2	5993175	6199583	19
RFX3	RFX3	3218297	3526004	9
RFX4	RFX4	106976685	107156581	12
RFX5	RFX5	151313116	151319833	1
RFX6	RFX6	117198375	117253326	6
RFX7	RFX7	56379478	56535483	15
RFX8	RFX8	102013823	102091165	2
RFXANK	RFXANK	19303008	19312678	19
RFXAP	RFXAP	37393361	37403241	13
RGCC	RGCC	42031695	42045018	13
RGL1	RGL1	183605220	183897665	1
RGL3	RGL3	11495017	11530018	19
RGL4	RGL4	24030323	24041363	22
RGMA	RGMA	93586636	93632433	15
RGMB	RGMB	98104354	98134347	5
RGN	RGN	46937775	46952712	X
RGP1	RGP1	35749203	35758572	9
RGPD1	RGPD1	87135076	87241104	2
RGPD2	RGPD2	88055474	88285309	2
RGPD3	RGPD3	107021446	107084832	2
RGPD4	RGPD4	108443388	108507297	2
RGPD4-AS1	RGPD4-AS1	108439519	108443347	2
RGPD5	RGPD5	110550335	110615272	2
RGPD8	RGPD8	113127669	113192065	2
RGR	RGR	86004809	86019716	10
RGS1	RGS1	192544857	192549161	1
RGS10	RGS10	121259340	121302220	10
RGS11	RGS11	318300	325980	16
RGS12	RGS12	3294755	3441640	4
RGS13	RGS13	192605275	192629390	1
RGS14	RGS14	176784838	176799602	5
RGS16	RGS16	182567758	182573543	1
RGS17	RGS17	153325594	153452384	6
RGS18	RGS18	192127587	192154945	1
RGS19	RGS19	62704534	62711323	20
RGS2	RGS2	192778169	192781403	1
RGS20	RGS20	54764368	54871863	8
RGS21	RGS21	192286122	192336415	1
RGS22	RGS22	100973164	101143496	8
RGS3	RGS3	116207011	116360018	9
RGS4	RGS4	163038565	163046592	1
RGS5	RGS5	163080911	163291577	1
RGS6	RGS6	72399156	73030654	14
RGS7	RGS7	240931554	241520530	1
RGS7BP	RGS7BP	63802084	63908139	5
RGS8	RGS8	182615239	182653711	1
RGS9	RGS9	63133549	63223821	17
RGS9BP	RGS9BP	33166313	33169206	19
RGSL1	RGSL1	182419256	182529734	1
RHAG	RHAG	49572871	49604552	6
RHBDD1	RHBDD1	227700297	227863931	2
RHBDD2	RHBDD2	75471920	75518244	7
RHBDD3	RHBDD3	29655841	29664198	22
RHBDF1	RHBDF1	108058	126354	16
RHBDF2	RHBDF2	74466973	74497872	17
RHBDL1	RHBDL1	725666	728268	16
RHBDL2	RHBDL2	39351479	39407471	1
RHBDL3	RHBDL3	30593195	30651680	17
RHBG	RHBG	156339003	156355011	1
RHCE	RHCE	25688740	25756683	1
RHCG	RHCG	89998680	90039844	15
RHD	RHD	25598884	25656936	1
RHEB	RHEB	151163098	151217206	7
RHEBL1	RHEBL1	49458468	49463808	12
RHNO1	RHNO1	2985424	2998626	12
RHO	RHO	129247483	129254012	3
RHOA	RHOA	49396578	49450431	3
RHOB	RHOB	20646835	20649200	2
RHOBTB1	RHOBTB1	62629196	62761198	10
RHOBTB2	RHOBTB2	22844930	22877712	8
RHOBTB3	RHOBTB3	95049226	95160087	5
RHOC	RHOC	113243728	113250056	1
RHOD	RHOD	66824289	66839484	11
RHOF	RHOF	122215664	122241309	12
RHOG	RHOG	3848208	3862213	11
RHOH	RHOH	40192673	40248587	4
RHOJ	RHOJ	63670832	63759937	14
RHOQ	RHOQ	46768945	46810260	2
RHOT1	RHOT1	30469473	30580393	17
RHOT2	RHOT2	718086	724174	16
RHOU	RHOU	228870824	228882416	1
RHOV	RHOV	41164412	41166487	15
RHOXF1	RHOXF1	119243011	119249847	X
RHOXF2	RHOXF2	119292467	119297945	X
RHOXF2B	RHOXF2B	119205848	119211707	X
RHPN1	RHPN1	144451057	144466390	8
RHPN2	RHPN2	33469499	33555794	19
RIBC1	RIBC1	53449639	53458059	X
RIBC2	RIBC2	45809572	45828376	22
RIC3	RIC3	8127597	8190602	11
RIC8A	RIC8A	207511	215113	11
RIC8B	RIC8B	107168373	107283090	12
RICTOR	RICTOR	38938021	39074510	5
RIF1	RIF1	152266397	152364527	2
RIIAD1	RIIAD1	151682909	151702281	1
RILP	RILP	1549444	1553371	17
RILPL1	RILPL1	123955925	124018265	12
RILPL2	RILPL2	123899936	123921264	12
RIMBP2	RIMBP2	130880682	131200826	12
RIMBP3	RIMBP3	20456003	20461786	22
RIMBP3B	RIMBP3B	21737663	21743446	22
RIMBP3C	RIMBP3C	21899646	21905750	22
RIMKLA	RIMKLA	42846466	42888249	1
RIMKLB	RIMKLB	8834196	8935691	12
RIMS1	RIMS1	72596406	73112845	6
RIMS2	RIMS2	104512976	105268322	8
RIMS3	RIMS3	41086351	41131329	1
RIMS4	RIMS4	43380449	43438979	20
RIN1	RIN1	66097713	66104311	11
RIN2	RIN2	19867165	19983101	20
RIN3	RIN3	92980118	93155339	14
RINL	RINL	39358470	39368919	19
RINT1	RINT1	105172532	105208124	7
RIOK1	RIOK1	7389729	7418270	6
RIOK2	RIOK2	96496571	96518964	5
RIOK3	RIOK3	21032787	21066567	18
RIPK1	RIPK1	3064225	3115421	6
RIPK2	RIPK2	90769975	90803291	8
RIPK3	RIPK3	24805227	24809251	14
RIPK4	RIPK4	43159529	43187266	21
RIPPLY1	RIPPLY1	106143293	106146565	X
RIPPLY2	RIPPLY2	84562985	84567234	6
RIPPLY3	RIPPLY3	38378450	38391959	21
RIT1	RIT1	155867599	155881195	1
RIT2	RIT2	40323192	40695657	18
RITA1	RITA1	113623331	113630173	12
RLBP1	RLBP1	89753100	89764982	15
RLF	RLF	40627045	40706593	1
RLIM	RLIM	73805052	73834452	X
RLN1	RLN1	5334969	5339873	9
RLN2	RLN2	5299868	5304969	9
RMDN1	RMDN1	87480486	87526586	8
RMDN2	RMDN2	38150330	38294285	2
RMDN3	RMDN3	41028082	41048049	15
RMI1	RMI1	86595626	86618985	9
RMI2	RMI2	11343476	11445619	16
RMND1	RMND1	151725989	151773259	6
RMND5A	RMND5A	86947296	87005164	2
RMND5B	RMND5B	177557997	177577566	5
RMRP	RMRP	35657748	35658015	9
RMST	RMST	97825431	97958813	12
RN7SL832P	RN7SL832P	10830470	10832225	2
RNASE1	RNASE1	21269387	21271437	14
RNASE10	RNASE10	20973696	20979328	14
RNASE13	RNASE13	21500979	21502944	14
RNASE2	RNASE2	21423611	21424595	14
RNASE3	RNASE3	21359558	21360507	14
RNASE4	RNASE4	21152259	21168761	14
RNASE6	RNASE6	21249210	21250626	14
RNASE7	RNASE7	21510385	21512393	14
RNASE8	RNASE8	21525981	21526614	14
RNASE9	RNASE9	21024252	21029090	14
RNASEH1	RNASEH1	3592383	3606206	2
RNASEH2A	RNASEH2A	12917394	12924452	19
RNASEH2B	RNASEH2B	51483814	51544592	13
RNASEH2C	RNASEH2C	65482367	65488418	11
RNASEK	RNASEK	6915736	6917851	17
RNASEK-C17orf49	RNASEK-C17orf49	6915954	6920839	17
RNASEL	RNASEL	182542769	182558391	1
RNASET2	RNASET2	167342992	167370679	6
RND1	RND1	49250928	49259681	12
RND2	RND2	41177258	41184057	17
RND3	RND3	151324709	151395525	2
RNF10	RNF10	120971283	121015397	12
RNF103	RNF103	86830516	86850989	2
RNF103-CHMP3	RNF103-CHMP3	86732791	86948245	2
RNF11	RNF11	51701943	51739127	1
RNF111	RNF111	59157374	59389618	15
RNF112	RNF112	19314438	19320589	17
RNF113A	RNF113A	119004497	119005791	X
RNF113B	RNF113B	98828039	98829519	13
RNF114	RNF114	48552948	48570429	20
RNF115	RNF115	145611036	145696218	1
RNF121	RNF121	71639747	71708643	11
RNF122	RNF122	33405273	33424643	8
RNF123	RNF123	49726932	49758962	3
RNF125	RNF125	29598335	29653176	18
RNF126	RNF126	647526	663277	19
RNF128	RNF128	105937024	106040223	X
RNF13	RNF13	149530495	149679926	3
RNF130	RNF130	179338651	179499118	5
RNF133	RNF133	122337766	122339210	7
RNF135	RNF135	29295803	29326929	17
RNF138	RNF138	29671818	29711524	18
RNF139	RNF139	125486979	125500155	8
RNF139-AS1	RNF139-AS1	125474726	125486817	8
RNF14	RNF14	141337893	141369856	5
RNF141	RNF141	10533225	10562777	11
RNF144A	RNF144A	7057523	7208417	2
RNF144B	RNF144B	18368779	18469105	6
RNF145	RNF145	158584417	158637061	5
RNF146	RNF146	127587755	127609712	6
RNF148	RNF148	122341718	122343021	7
RNF149	RNF149	101887681	101925163	2
RNF150	RNF150	141780961	142134031	4
RNF151	RNF151	2016824	2018976	16
RNF152	RNF152	59475296	59561480	18
RNF157	RNF157	74138534	74236454	17
RNF165	RNF165	43906772	44043103	18
RNF166	RNF166	88762903	88772829	16
RNF167	RNF167	4843303	4848517	17
RNF168	RNF168	196195654	196230639	3
RNF169	RNF169	74459913	74553458	11
RNF17	RNF17	25338290	25454059	13
RNF170	RNF170	42704780	42752433	8
RNF175	RNF175	154631277	154681387	4
RNF180	RNF180	63461671	63668696	5
RNF181	RNF181	85822848	85824736	2
RNF182	RNF182	13924677	13980533	6
RNF183	RNF183	116059373	116065656	9
RNF185	RNF185	31556168	31603005	22
RNF186	RNF186	20140523	20141771	1
RNF187	RNF187	228674762	228683467	1
RNF19A	RNF19A	101269288	101348446	8
RNF19B	RNF19B	33402046	33430286	1
RNF2	RNF2	185014496	185071740	1
RNF20	RNF20	104296133	104325622	9
RNF207	RNF207	6265535	6281359	1
RNF208	RNF208	140114707	140116033	9
RNF212	RNF212	1050038	1107350	4
RNF213	RNF213	78234665	78372586	17
RNF214	RNF214	117103341	117157161	11
RNF215	RNF215	30773835	30817760	22
RNF216	RNF216	5659678	5821370	7
RNF217	RNF217	125283691	125413779	6
RNF219	RNF219	79188426	79233314	13
RNF220	RNF220	44870866	45117396	1
RNF222	RNF222	8294022	8301144	17
RNF223	RNF223	1006346	1009687	1
RNF224	RNF224	140122018	140124090	9
RNF24	RNF24	3907956	3996229	20
RNF25	RNF25	219528587	219537134	2
RNF26	RNF26	119205237	119208023	11
RNF31	RNF31	24615892	24629870	14
RNF32	RNF32	156432975	156469824	7
RNF34	RNF34	121837844	121868389	12
RNF38	RNF38	36336393	36487545	9
RNF4	RNF4	2463947	2627047	4
RNF40	RNF40	30773066	30787628	16
RNF41	RNF41	56598285	56615717	12
RNF43	RNF43	56429861	56494956	17
RNF44	RNF44	175953698	175965026	5
RNF6	RNF6	26706253	26796791	13
RNF7	RNF7	141457046	141466402	3
RNF8	RNF8	37321748	37362514	6
RNFT1	RNFT1	58029601	58042122	17
RNFT2	RNFT2	117176096	117291436	12
RNGTT	RNGTT	89319985	89673348	6
RNH1	RNH1	494512	507300	11
RNLS	RNLS	90033621	90344287	10
RNMT	RNMT	13726659	13764557	18
RNPC3	RNPC3	104068313	104097861	1
RNPEP	RNPEP	201951500	201975275	1
RNPEPL1	RNPEPL1	241505221	241520789	2
RNPS1	RNPS1	2303117	2318413	16
ROBO1	ROBO1	78646390	79816965	3
ROBO2	ROBO2	75955846	77699115	3
ROBO3	ROBO3	124735282	124751366	11
ROBO4	ROBO4	124753587	124768396	11
ROCK1	ROCK1	18526867	18691812	18
ROCK2	ROCK2	11319887	11488456	2
ROGDI	ROGDI	4846969	4852951	16
ROM1	ROM1	62379194	62382592	11
ROMO1	ROMO1	34287194	34288906	20
ROPN1	ROPN1	123687368	123711025	3
ROPN1B	ROPN1B	125687987	125702297	3
ROPN1L	ROPN1L	10441636	10472141	5
ROR1	ROR1	64239693	64647181	1
ROR2	ROR2	94325373	94712444	9
RORA	RORA	60780483	61521518	15
RORB	RORB	77112281	77308093	9
RORC	RORC	151778547	151804348	1
ROS1	ROS1	117609463	117747018	6
RP1	RP1	55528627	55543394	8
RP1L1	RP1L1	10463859	10569697	8
RP2	RP2	46696375	46741793	X
RP9	RP9	33134409	33149013	7
RPA1	RPA1	1732996	1803376	17
RPA2	RPA2	28218035	28241257	1
RPA3	RPA3	7676149	7758238	7
RPA4	RPA4	96138907	96140446	X
RPAIN	RPAIN	5322961	5336196	17
RPAP1	RPAP1	41809374	41836467	15
RPAP2	RPAP2	92764522	92867613	1
RPAP3	RPAP3	48057070	48099844	12
RPE	RPE	210867289	210886300	2
RPE65	RPE65	68894505	68915642	1
RPEL1	RPEL1	105005644	105007773	10
RPF1	RPF1	84944942	84963473	1
RPF2	RPF2	111303218	111349466	6
RPGR	RPGR	38128416	38186817	X
RPGRIP1	RPGRIP1	21756098	21819460	14
RPGRIP1L	RPGRIP1L	53631595	53737850	16
RPH3A	RPH3A	113008184	113336686	12
RPH3AL	RPH3AL	62293	236045	17
RPIA	RPIA	88991162	89050452	2
RPL10	RPL10	153618315	153637504	X
RPL10A	RPL10A	35436185	35438562	6
RPL10L	RPL10L	47120222	47121028	14
RPL11	RPL11	24018269	24022915	1
RPL12	RPL12	130209953	130213684	9
RPL13	RPL13	89627065	89630950	16
RPL13A	RPL13A	49990811	49995565	19
RPL14	RPL14	40498783	40503861	3
RPL15	RPL15	23958036	23965183	3
RPL17	RPL17	47014851	47018906	18
RPL17-C18orf32	RPL17-C18orf32	47008051	47017956	18
RPL18	RPL18	49118585	49122793	19
RPL18A	RPL18A	17970685	17974962	19
RPL19	RPL19	37356536	37360980	17
RPL21	RPL21	27825446	27830828	13
RPL22	RPL22	6241329	6269449	1
RPL22L1	RPL22L1	170582664	170588272	3
RPL23	RPL23	37004118	37010096	17
RPL23A	RPL23A	27046411	27051377	17
RPL24	RPL24	101399935	101405626	3
RPL26	RPL26	8280838	8286531	17
RPL26L1	RPL26L1	172385732	172396774	5
RPL27	RPL27	41150290	41154976	17
RPL27A	RPL27A	8703958	8736306	11
RPL28	RPL28	55896713	55914612	19
RPL29	RPL29	52027616	52029958	3
RPL3	RPL3	39708887	39716394	22
RPL30	RPL30	99037079	99058697	8
RPL31	RPL31	101618177	101640494	2
RPL32	RPL32	12875984	12883087	3
RPL34	RPL34	109541722	109551568	4
RPL34-AS1	RPL34-AS1	109459346	109541616	4
RPL35	RPL35	127620159	127624260	9
RPL35A	RPL35A	197676858	197683481	3
RPL36	RPL36	5674958	5691887	19
RPL36A	RPL36A	100645812	100651105	X
RPL36A-HNRNPH2	RPL36A-HNRNPH2	100645999	100667285	X
RPL36AL	RPL36AL	50085237	50087403	14
RPL37	RPL37	40825364	40835437	5
RPL37A	RPL37A	217362912	217443903	2
RPL38	RPL38	72199721	72206794	17
RPL39	RPL39	118920467	118925606	X
RPL39L	RPL39L	186838736	186898696	3
RPL3L	RPL3L	1993975	2007607	16
RPL4	RPL4	66790355	66816870	15
RPL41	RPL41	56510370	56511727	12
RPL5	RPL5	93297582	93307481	1
RPL6	RPL6	112842994	112856642	12
RPL7	RPL7	74202506	74208024	8
RPL7L1	RPL7L1	42847356	42857663	6
RPL8	RPL8	146015150	146017972	8
RPL9	RPL9	39455744	39460568	4
RPLP0	RPLP0	120634489	120639038	12
RPLP1	RPLP1	69745123	69748255	15
RPLP2	RPLP2	809647	812880	11
RPN1	RPN1	128338817	128399918	3
RPN2	RPN2	35806813	35870022	20
RPP14	RPP14	58291974	58310422	3
RPP25	RPP25	75246757	75249805	15
RPP25L	RPP25L	34610483	34612101	9
RPP30	RPP30	92631473	92668312	10
RPP38	RPP38	15139179	15181817	10
RPP40	RPP40	4994966	5004297	6
RPRD1A	RPRD1A	33564350	33647539	18
RPRD1B	RPRD1B	36661948	36720768	20
RPRD2	RPRD2	150335567	150449042	1
RPRM	RPRM	154333852	154335322	2
RPRML	RPRML	45055523	45056614	17
RPS10	RPS10	34385231	34393902	6
RPS10-NUDT3	RPS10-NUDT3	34256547	34393825	6
RPS10P7	RPS10P7	201487831	201499602	1
RPS11	RPS11	49999622	50002946	19
RPS12	RPS12	133135580	133138703	6
RPS13	RPS13	17095936	17099334	11
RPS14	RPS14	149822753	149829319	5
RPS15	RPS15	1438358	1440583	19
RPS15A	RPS15A	18792617	18801705	16
RPS16	RPS16	39923847	39926588	19
RPS17	RPS17	82821158	82824972	15
RPS19	RPS19	42363988	42376994	19
RPS19BP1	RPS19BP1	39925098	39928860	22
RPS2	RPS2	2012053	2014861	16
RPS20	RPS20	56979854	56987069	8
RPS21	RPS21	60962172	60963576	20
RPS23	RPS23	81569177	81574396	5
RPS24	RPS24	79793518	79816570	10
RPS26	RPS26	56435637	56438116	12
RPS27	RPS27	153963235	153964626	1
RPS27A	RPS27A	55459039	55462989	2
RPS28	RPS28	8386042	8388224	19
RPS29	RPS29	50043390	50065408	14
RPS3	RPS3	75110530	75133324	11
RPS3A	RPS3A	152020725	152025804	4
RPS4X	RPS4X	71475529	71497150	X
RPS4Y1	RPS4Y1	2709527	2800041	Y
RPS4Y2	RPS4Y2	22918050	22942918	Y
RPS5	RPS5	58897767	58906173	19
RPS6	RPS6	19375713	19380252	9
RPS6KA1	RPS6KA1	26856252	26901521	1
RPS6KA2	RPS6KA2	166822852	167319939	6
RPS6KA3	RPS6KA3	20168029	20285523	X
RPS6KA4	RPS6KA4	64126620	64139687	11
RPS6KA5	RPS6KA5	91336799	91526980	14
RPS6KA6	RPS6KA6	83318984	83442933	X
RPS6KB1	RPS6KB1	57970447	58027925	17
RPS6KB2	RPS6KB2	67195931	67202872	11
RPS6KC1	RPS6KC1	213224589	213448116	1
RPS6KL1	RPS6KL1	75370657	75390099	14
RPS7	RPS7	3622795	3628509	2
RPS8	RPS8	45240923	45244451	1
RPS9	RPS9	54704610	54752862	19
RPSA	RPSA	39448180	39454033	3
RPTN	RPTN	152126071	152131704	1
RPTOR	RPTOR	78518619	78940171	17
RPUSD1	RPUSD1	834974	838397	16
RPUSD2	RPUSD2	40861499	40866659	15
RPUSD3	RPUSD3	9879533	9886286	3
RPUSD4	RPUSD4	126071993	126081587	11
RRAD	RRAD	66955582	66959547	16
RRAGA	RRAGA	19049372	19051019	9
RRAGB	RRAGB	55744172	55785207	X
RRAGC	RRAGC	39303870	39325495	1
RRAGD	RRAGD	90074355	90121989	6
RRAS	RRAS	50138549	50143458	19
RRBP1	RRBP1	17594323	17662940	20
RREB1	RREB1	7107830	7252213	6
RRH	RRH	110749150	110765760	4
RRM1	RRM1	4115937	4160106	11
RRM2	RRM2	10262455	10271545	2
RRM2B	RRM2B	103216730	103251346	8
RRN3	RRN3	15153879	15188174	16
RRNAD1	RRNAD1	156698234	156706752	1
RRP1	RRP1	45209394	45225174	21
RRP12	RRP12	99116115	99161127	10
RRP15	RRP15	218458629	218511325	1
RRP1B	RRP1B	45079429	45115958	21
RRP36	RRP36	42989383	43001894	6
RRP7A	RRP7A	42905974	42915808	22
RRP8	RRP8	6616305	6624850	11
RRP9	RRP9	51967446	51975957	3
RRS1	RRS1	67341263	67342966	8
RS1	RS1	18658030	18690229	X
RSAD1	RSAD1	48556161	48563336	17
RSAD2	RSAD2	7005937	7038370	2
RSBN1	RSBN1	114304454	114355098	1
RSBN1L	RSBN1L	77325760	77412339	7
RSF1	RSF1	77371041	77532063	11
RSL1D1	RSL1D1	11929056	11945442	16
RSL24D1	RSL24D1	55473004	55489265	15
RSPH1	RSPH1	43892596	43916464	21
RSPH10B	RSPH10B	5965181	6010314	7
RSPH10B2	RSPH10B2	6793740	6838996	7
RSPH3	RSPH3	159393903	159421219	6
RSPH4A	RSPH4A	116937642	116954148	6
RSPH6A	RSPH6A	46298968	46318577	19
RSPH9	RSPH9	43612783	43640336	6
RSPO1	RSPO1	38076951	38100595	1
RSPO2	RSPO2	108911544	109095913	8
RSPO3	RSPO3	127439749	127518910	6
RSPO4	RSPO4	939095	982907	20
RSPRY1	RSPRY1	57220049	57274387	16
RSRC1	RSRC1	157823644	158263519	3
RSRC2	RSRC2	122989190	123011547	12
RSU1	RSU1	16632610	16859527	10
RTBDN	RTBDN	12936292	12946242	19
RTCA	RTCA	100731763	100758325	1
RTCB	RTCB	32783569	32808242	22
RTEL1	RTEL1	62289163	62328416	20
